UDI, TemperaturaDoAr[°C], TemperaturaDoProcesso[°C], VelocidadeDeRotacao[rpm], Torque[Nm], DesgasteDaFerramenta[min], Saida
6346,27,5,1650, 29.6,13,0
6347,27,5,1275, 60.7,15,0
6348,27,5,1421, 44.6,17,0
6349,27,5,1557, 33.8,19,0
6350,26,95,1506, 35.2,21,0
6351,26,95,1362, 49.1,23,0
6352,26,85,1542, 47.1,25,0
6353,26,85,1496, 38.8,27,0
6354,26,85,1491,42,29,0
6355,26,95,1565, 34.8,32,0
6356,26,95,1481, 37.9,34,0
6357,26,95,1420, 48.4,36,0
6358,27,5,1398, 54.8,39,0
6359,27,5,1466, 45.7,41,0
6360,26,95,1430, 56.7,44,0
6361,26,95,1441, 40.1,46,0
6362,26,95,1348, 57.3,48,0
6363,26,85,1738, 28.7,51,0
6364,26,85,1618, 36.2,53,0
6365,26,75,1489, 41.7,56,0
6366,26,75,1412, 57.9,59,0
6367,26,75,2065, 18.1,62,0
6368,26,85,1571, 33.1,65,0
6369,26,85,1423, 48.7,67,0
6370,26,85,1781, 24.9,70,0
6371,26,95,1321, 46.9,75,0
6372,26,95,1546, 36.7,77,0
6373,26,85,1879, 22.4,79,0
6374,26,85,1735, 28.9,82,0
6375,26,85,1506, 38.8,87,0
6376,26,85,1629, 32.3,89,0
6377,26,85,1694, 28.7,94,0
6378,26,95,1541,37,96,0
6379,26,85,1514, 44.6,98,0
6380,26,95,1485, 45.9,100,0
6381,27,5,1430,55,102,0
6382,27,5,1771, 27.1,104,0
6383,27,5,1481, 41.9,106,0
6384,27,5,1483, 43.8,108,0
6385,26,95,1463, 45.1,113,0
6386,26,95,1410, 48.3,118,0
6387,27,5,1656, 34.3,120,0
6388,27,5,1487, 39.2,122,0
6389,27,15,1509, 46.6,125,0
6390,27,15,1677, 30.1,130,0
6391,27,15,1450,55,135,0
6392,27,5,1413,43,137,0
6393,26,95,1680, 33.8,140,0
6394,27,5,1678, 30.5,142,0
6395,27,5,1408,44,144,0
6396,26,95,1376, 52.1,147,0
6397,26,85,1526, 46.4,150,0
6398,26,85,1587, 32.6,152,0
6399,26,95,1351, 58.2,155,0
6400,26,95,1501,38,157,0
6401,26,95,1601, 35.8,160,0
6402,26,85,1573, 39.7,162,0
6403,26,95,1584, 36.7,165,0
6404,26,95,1649, 33.6,168,0
6405,27,5,1183, 61.4,170,0
6406,26,95,2151, 17.5,173,0
6407,27,5,1526, 45.6,175,0
6408,27,15,1611,29,177,0
6409,27,15,1601, 31.7,180,0
6410,27,15,1560, 40.8,182,0
6411,27,25,1544, 41.9,184,0
6412,27,25,1560, 42.3,186,0
6413,27,25,1423, 44.2,189,0
6414,27,25,1614, 33.5,191,0
6415,27,25,1457, 35.1,193,0
6416,27,25,1503, 42.2,196,0
6417,27,25,1484,38,198,0
6418,27,15,1540, 39.9,203,0
6419,27,15,1405, 52.1,205,0
6420,27,15,1394, 46.7,210,1
6421,27,15,1518, 36.4,0,0
6422,27,15,1527, 41.4,2,0
6423,27,15,1377, 55.3,4,0
6424,27,15,1537, 37.5,6,0
6425,27,15,1409, 43.2,9,0
6426,27,15,1393, 56.1,12,0
6427,27,5,1448, 36.8,14,0
6428,27,5,1418, 49.3,16,0
6429,27,5,1743, 24.1,18,0
6430,27,5,1394, 47.4,21,0
6431,27,15,1523, 39.2,24,0
6432,27,5,1353, 59.4,26,0
6433,27,15,1447, 46.5,28,0
6434,27,15,1570,34,31,0
6435,27,15,1494, 38.5,33,0
6436,27,15,1621, 34.1,36,0
6437,27,25,1769, 26.1,38,0
6438,27,25,1282, 66.1,40,0
6439,27,25,1581, 30.3,42,0
6440,27,45,1656, 32.7,44,0
6441,27,45,1648, 31.7,46,0
6442,27,55,1639, 31.4,48,0
6443,27,55,1348, 54.8,50,0
6444,27,65,1537, 33.3,52,0
6445,27,65,1270,61,54,0
6446,27,55,1662, 34.4,57,0
6447,27,55,1471, 40.2,59,0
6448,27,45,1337, 45.8,62,0
6449,27,55,1877, 24.8,64,0
6450,27,45,1519, 44.6,69,0
6451,27,45,1378, 47.3,71,0
6452,27,55,1696, 27.5,73,0
6453,27,55,1376, 50.8,75,0
6454,27,55,1807, 24.2,77,0
6455,27,55,1598, 32.8,79,0
6456,27,55,1565, 40.2,81,0
6457,27,55,1387, 50.6,83,0
6458,27,55,1395,48,85,0
6459,27,45,1302, 62.9,87,0
6460,27,45,1397, 55.2,90,0
6461,27,45,1313, 52.9,93,0
6462,27,45,1505, 35.9,95,0
6463,27,45,1483,44,97,0
6464,27,35,1358, 60.4,102,0
6465,27,35,1735,27,107,0
6466,27,35,1416, 48.5,110,0
6467,27,25,1740, 31.1,113,0
6468,27,25,1692, 27.4,115,0
6469,27,35,1507, 42.5,117,0
6470,27,25,1521,35,119,0
6471,27,25,1379, 54.5,122,0
6472,27,25,1523, 38.5,124,0
6473,27,25,1571, 33.6,126,0
6474,27,25,1547, 50.7,131,0
6475,27,35,1347, 54.3,136,0
6476,27,35,1560, 30.2,139,0
6477,27,35,1384, 48.6,141,0
6478,27,35,1841, 24.6,143,0
6479,27,35,1663, 29.1,145,1
6480,27,45,1418, 42.7,147,0
6481,27,55,1775, 26.6,149,0
6482,27,55,1406, 48.4,151,0
6483,27,45,1480, 43.7,153,0
6484,27,55,1412, 45.3,155,0
6485,27,45,1913, 22.5,157,0
6486,27,45,1629, 37.6,162,0
6487,27,35,1939, 21.4,164,0
6488,27,45,1541, 36.2,166,0
6489,27,55,1330, 54.4,171,0
6490,27,55,1490, 38.8,173,0
6491,27,55,1383, 44.5,176,0
6492,27,65,1468, 52.7,178,0
6493,27,65,1444,46,180,0
6494,27,55,1363, 53.1,183,0
6495,27,45,1617, 33.2,185,0
6496,27,45,1694, 31.1,187,0
6497,27,55,1815,27,190,0
6498,27,65,1312, 65.3,192,1
6499,27,65,2041, 19.2,194,0
6500,27,75,1671, 26.8,199,0
6501,27,75,1416, 46.6,201,0
6502,27,75,1600,36,204,0
6503,27,75,2595, 13.7,207,0
6504,27,75,1465, 42.9,209,0
6505,27,85,1681, 27.4,212,0
6506,27,95,1457, 39.6,215,0
6507,27,85,1454, 44.1,217,0
6508,27,85,1558, 32.6,0,0
6509,27,85,1756, 30.7,2,0
6510,27,95,1564, 36.8,7,0
6511,27,95,1455, 55.3,9,0
6512,28,5,2280, 15.7,11,0
6513,27,95,1433, 48.1,14,0
6514,27,95,1513,38,17,0
6515,27,85,1507, 41.8,19,0
6516,27,85,1480, 43.5,21,0
6517,27,95,1470, 40.1,23,0
6518,27,95,1540, 36.6,28,0
6519,27,85,1212, 67.9,30,0
6520,27,95,1417, 46.9,35,0
6521,28,5,1666, 34.9,37,0
6522,27,95,1666, 27.2,40,0
6523,27,95,1489, 45.8,42,0
6524,27,95,1850, 27.7,44,0
6525,27,95,1874, 24.8,47,0
6526,27,95,1312, 73.6,49,1
6527,28,5,1515, 38.4,51,0
6528,28,5,1516, 44.4,53,0
6529,28,5,1546,40,55,0
6530,28,15,1481, 40.9,57,0
6531,28,15,1605, 32.5,59,0
6532,28,5,1656, 26.2,64,0
6533,28,5,1352,52,69,0
6534,28,15,1504, 47.2,74,0
6535,28,15,1436, 44.2,76,0
6536,28,5,1505, 43.6,78,0
6537,28,15,1406, 47.1,83,0
6538,28,15,1481, 39.7,85,0
6539,28,25,1487, 44.6,88,0
6540,28,25,1436, 54.1,90,0
6541,28,25,1368, 63.7,92,1
6542,28,25,1509, 38.3,95,0
6543,28,25,1543, 36.9,97,0
6544,28,25,1698, 29.6,99,0
6545,28,25,1470, 46.5,101,0
6546,28,25,1738, 30.3,104,0
6547,28,25,1530, 39.9,107,0
6548,28,25,1740, 29.2,110,0
6549,28,25,1770, 24.1,112,0
6550,28,15,1527,44,114,0
6551,28,15,1516,46,119,0
6552,28,25,1616, 36.5,121,0
6553,28,25,1786, 26.1,123,0
6554,28,25,1389, 52.7,125,0
6555,28,25,1639, 29.8,127,0
6556,28,35,1394, 46.7,130,0
6557,28,35,1686, 27.9,135,0
6558,28,35,1638, 31.9,137,0
6559,28,35,1447, 41.9,140,0
6560,28,35,1512,39,143,0
6561,28,45,1961, 21.8,148,0
6562,28,35,1596, 35.4,150,0
6563,28,35,1871, 21.3,152,0
6564,28,35,1942, 20.5,155,0
6565,28,25,1557, 38.2,157,0
6566,28,25,1550, 36.8,159,0
6567,28,15,1966, 22.6,161,0
6568,28,15,1499, 36.1,163,0
6569,28,15,1521, 36.3,166,0
6570,28,25,1375,42,168,0
6571,28,25,1634, 31.1,171,0
6572,28,15,1378, 49.4,173,0
6573,28,25,1428, 53.7,176,0
6574,28,25,1855, 25.3,178,0
6575,28,25,1578,33,181,0
6576,28,25,1451, 45.3,183,0
6577,28,35,1644, 34.9,186,0
6578,28,25,1388, 45.3,188,0
6579,28,25,1543, 40.9,190,0
6580,28,15,1501, 41.6,192,0
6581,28,15,1507, 39.1,194,0
6582,28,25,1559,36,196,0
6583,28,35,1528, 35.7,198,0
6584,28,35,1503, 38.2,200,0
6585,28,35,1372,44,203,0
6586,28,35,1600, 32.8,205,0
6587,28,35,1453,44,208,0
6588,28,45,1813, 24.6,210,0
6589,28,45,1457, 40.4,213,0
6590,28,45,1553, 38.9,0,0
6591,28,55,1763, 25.9,3,0
6592,28,55,2023, 20.9,5,0
6593,28,45,1457, 47.8,7,0
6594,28,45,1679, 29.5,10,0
6595,28,45,2103, 19.7,12,0
6596,28,35,1460, 38.6,14,0
6597,28,35,1454, 39.4,17,0
6598,28,35,1481, 46.8,20,0
6599,28,35,1424, 51.1,22,0
6600,28,45,1494, 39.5,24,0
6601,28,35,1424,47,26,0
6602,28,35,1347, 47.9,29,0
6603,28,35,1374, 46.7,32,0
6604,28,35,1403, 47.4,34,0
6605,28,35,1573, 37.4,37,0
6606,28,45,1691, 30.1,40,0
6607,28,35,1538, 44.3,43,0
6608,28,35,1556, 39.1,48,0
6609,28,35,1593, 36.8,50,0
6610,28,35,1474, 39.9,53,0
6611,28,35,1543,34,55,0
6612,28,35,1587, 33.8,57,0
6613,28,45,1222,70,62,0
6614,28,55,1513, 41.1,64,0
6615,28,55,1660, 28.7,66,0
6616,28,55,1545, 42.1,68,0
6617,28,55,1380, 45.8,70,0
6618,28,45,1321, 60.8,73,0
6619,28,45,1309, 65.8,75,1
6620,28,55,1627, 31.3,78,0
6621,28,45,1791, 23.8,81,0
6622,28,55,1861, 21.8,84,0
6623,28,55,1493, 51.1,87,0
6624,28,55,1442, 41.1,89,0
6625,28,55,1532, 39.8,92,0
6626,28,45,1421, 44.4,94,0
6627,28,45,1613, 42.5,97,0
6628,28,55,1876, 22.1,99,0
6629,28,45,1593, 34.5,102,0
6630,28,45,1397, 49.4,104,0
6631,28,45,1414, 49.3,106,0
6632,28,35,1378, 55.3,109,0
6633,28,25,1301, 51.2,112,0
6634,28,35,1737, 29.3,114,0
6635,28,35,1396, 44.5,117,0
6636,28,35,1534, 39.3,119,0
6637,28,35,1774, 25.5,121,0
6638,28,35,1453,48,124,0
6639,28,35,1453, 44.2,129,0
6640,28,25,1380, 48.4,131,0
6641,28,25,1334, 43.2,133,0
6642,28,35,1702, 28.7,135,0
6643,28,45,1431, 37.5,137,0
6644,28,35,1308, 60.5,139,0
6645,28,35,1565, 43.9,142,0
6646,28,35,1486, 39.6,144,0
6647,28,35,1479, 34.2,147,0
6648,28,35,1927, 22.4,149,0
6649,28,35,1488, 41.1,151,0
6650,28,35,1350, 54.9,153,0
6651,28,45,1561, 35.3,156,0
6652,28,35,1276, 55.6,158,0
6653,28,35,1580, 35.7,161,0
6654,28,25,1610, 29.1,166,0
6655,28,25,2203, 16.6,169,0
6656,28,25,1639, 32.7,171,0
6657,28,25,1553, 44.7,173,0
6658,28,25,1374, 47.6,176,0
6659,28,25,1430, 50.9,178,0
6660,28,15,1626, 31.3,180,0
6661,28,25,1421, 43.8,182,0
6662,28,15,1501, 39.8,187,0
6663,28,15,2093, 18.7,190,0
6664,28,15,1504, 47.2,193,0
6665,28,15,1538, 38.4,195,0
6666,28,15,1440, 41.5,197,0
6667,28,15,1414, 51.4,199,0
6668,28,25,1536, 39.9,201,0
6669,28,25,1476, 39.2,206,0
6670,28,25,1571, 33.9,208,0
6671,28,35,1998, 20.2,210,0
6672,28,35,1357, 42.1,212,0
6673,28,45,1424, 50.5,214,0
6674,28,45,1380, 51.8,216,1
6675,28,35,1618, 35.5,218,0
6676,28,35,1579,28,220,0
6677,28,35,1423,44,222,0
6678,28,35,1435, 38.5,224,0
6679,28,35,1336, 65.6,0,1
6680,28,45,1392, 42.4,3,0
6681,28,35,1417, 49.7,5,0
6682,28,25,1425, 45.1,7,0
6683,28,35,1512, 38.9,9,0
6684,28,35,1318, 50.6,11,0
6685,28,45,1538, 40.4,13,0
6686,28,45,1532, 43.6,15,0
6687,28,55,1715, 24.8,17,0
6688,28,55,1700, 28.7,19,0
6689,28,55,1548, 40.3,21,0
6690,28,55,1546,43,23,0
6691,28,55,1343, 49.2,25,0
6692,28,55,1510, 47.8,27,0
6693,28,65,1839, 23.6,30,0
6694,28,65,1756, 26.7,33,0
6695,28,55,1300, 62.7,36,0
6696,28,55,1311, 55.8,39,0
6697,28,55,1636, 31.3,42,0
6698,28,45,1643, 34.1,44,0
6699,28,45,1418, 44.7,46,0
6700,28,55,1516, 40.4,48,0
6701,28,45,1419, 50.2,51,0
6702,28,45,1623, 34.1,56,0
6703,28,45,1664,32,58,0
6704,28,35,1744, 28.2,61,0
6705,28,35,1510,36,64,0
6706,28,35,1382, 58.1,67,0
6707,28,25,1381, 46.1,70,0
6708,28,15,1556,39,72,0
6709,28,25,1464, 37.4,74,0
6710,28,25,1481, 37.6,77,0
6711,28,35,1323, 49.7,79,0
6712,28,35,1426, 46.1,81,0
6713,28,25,1516, 36.4,83,0
6714,28,15,1416, 45.2,88,0
6715,28,15,1440, 53.8,90,0
6716,28,15,1576, 30.4,92,0
6717,28,15,1387, 53.6,94,0
6718,28,25,1464, 48.6,96,0
6719,28,25,2137,18,99,0
6720,28,25,1431, 40.6,101,0
6721,28,15,1458,48,104,0
6722,28,25,1280,61,106,0
6723,28,25,1657, 28.7,108,0
6724,28,25,1565, 36.1,110,0
6725,28,15,1560, 36.8,113,0
6726,28,35,1359, 47.1,115,0
6727,28,35,1500,41,118,0
6728,28,35,1785, 25.5,120,0
6729,28,35,1891, 23.2,122,0
6730,28,35,1524, 40.4,124,0
6731,28,45,1431, 42.3,129,0
6732,28,45,1385, 51.2,132,0
6733,28,55,1503, 44.8,134,0
6734,28,55,1311, 46.8,136,0
6735,28,45,1575, 40.1,139,0
6736,28,45,1485, 40.1,142,0
6737,28,55,1527, 42.2,144,0
6738,28,55,1537, 33.5,146,0
6739,28,65,1463, 50.1,149,0
6740,28,55,1482, 43.6,154,0
6741,28,65,1417, 55.9,156,0
6742,28,55,1506, 39.5,158,0
6743,28,55,1639,30,161,0
6744,28,55,1418,38,166,0
6745,28,55,1298, 58.1,168,0
6746,28,65,1395, 44.6,171,0
6747,28,55,1578, 40.5,174,0
6748,28,65,1597, 29.8,177,0
6749,28,55,2016, 19.3,180,0
6750,28,55,1585, 35.9,185,0
6751,28,55,1505,44,187,0
6752,28,55,1505, 37.1,190,0
6753,28,45,1706, 29.5,193,0
6754,28,45,1385, 50.7,195,0
6755,28,65,1495, 36.9,197,0
6756,28,65,1663, 31.6,199,0
6757,28,65,1840, 26.6,202,0
6758,28,65,1822, 26.2,204,0
6759,28,55,1644, 32.8,206,0
6760,28,55,1441, 44.3,208,1
6761,28,35,1451, 40.6,0,0
6762,28,35,1400, 50.8,2,0
6763,28,25,1362, 53.2,4,0
6764,28,25,1782, 26.5,6,0
6765,28,25,1536, 38.3,9,0
6766,28,35,1580, 32.3,11,0
6767,28,25,1427, 43.2,13,0
6768,28,15,1509, 41.7,16,0
6769,28,15,1434, 39.5,18,0
6770,28,5,1392, 52.6,23,0
6771,28,15,1509, 40.1,25,0
6772,28,5,1962, 22.5,28,0
6773,28,15,1536, 39.3,31,0
6774,28,15,1381, 47.9,33,0
6775,28,5,1747, 27.3,35,0
6776,28,5,1670,30,40,0
6777,28,15,1451, 47.5,42,0
6778,28,5,1951, 21.3,44,0
6779,28,15,1819, 25.5,46,0
6780,28,15,1372, 54.2,49,0
6781,28,15,1560, 38.5,52,0
6782,28,15,1494, 35.3,54,0
6783,28,15,1531, 53.4,57,0
6784,28,15,1450, 46.9,59,0
6785,28,15,1391, 52.5,61,0
6786,28,5,1389, 45.3,64,0
6787,28,5,1409, 50.9,66,0
6788,27,95,1388, 58.5,68,0
6789,27,95,1410, 43.9,73,0
6790,27,95,1646, 30.7,76,0
6791,27,95,2219, 16.7,79,0
6792,28,5,1551, 41.2,82,0
6793,28,5,1811,24,84,0
6794,28,15,1608, 31.4,86,0
6795,28,15,1428, 55.2,88,0
6796,28,25,1477, 50.4,90,0
6797,28,15,1300, 58.3,92,0
6798,28,5,1615, 34.9,95,0
6799,28,5,1676, 32.4,98,0
6800,27,95,2636, 12.2,100,1
6801,27,95,1310, 48.8,103,0
6802,27,95,1334, 48.2,106,0
6803,27,95,1621,31,108,0
6804,27,95,1367, 43.4,111,0
6805,27,85,1588, 33.7,114,0
6806,27,85,1497, 37.6,116,0
6807,27,95,1608, 32.9,119,0
6808,27,85,1549, 41.4,121,0
6809,27,85,1391,45,123,0
6810,27,75,1490, 38.1,125,0
6811,27,85,1727, 34.5,127,0
6812,27,75,1504, 46.4,129,0
6813,27,75,1350, 53.8,131,0
6814,27,75,1420,43,133,0
6815,27,65,1465, 44.1,136,0
6816,27,75,1427, 44.1,141,0
6817,27,75,1477, 43.2,143,0
6818,27,85,1493, 48.1,145,0
6819,27,85,1657, 29.9,148,0
6820,27,75,1359,46,151,0
6821,27,65,1551, 34.5,153,0
6822,27,65,1545, 37.5,155,0
6823,27,75,1709, 29.2,158,0
6824,27,75,1268, 56.3,161,0
6825,27,75,1740, 25.3,164,0
6826,27,85,1828, 25.1,166,0
6827,27,85,1822, 21.6,168,0
6828,27,85,1515, 41.8,170,0
6829,27,85,1392, 52.9,173,0
6830,27,75,1474, 35.7,175,0
6831,27,85,1359, 53.4,180,0
6832,27,95,1565, 52.3,183,0
6833,27,95,1384, 42.5,185,0
6834,27,95,1387, 53.1,188,0
6835,27,95,1378, 51.1,190,0
6836,27,85,1809, 25.7,192,0
6837,27,95,1339, 52.8,194,0
6838,27,85,1423, 38.6,199,0
6839,27,95,1570, 41.6,202,0
6840,28,5,1558, 34.1,204,0
6841,27,95,1799, 21.7,206,0
6842,27,95,1591,35,208,0
6843,28,5,1635, 29.6,211,0
6844,28,15,1509, 42.5,213,0
6845,28,15,1838, 23.2,215,0
6846,28,15,1648, 32.4,0,0
6847,28,5,1498, 49.5,3,0
6848,28,5,1757,28,6,0
6849,27,95,1389, 53.3,8,0
6850,27,95,1498, 37.6,11,0
6851,27,85,1521, 35.8,13,0
6852,27,85,1394, 41.3,16,0
6853,27,85,1602, 32.7,19,0
6854,27,75,1417, 40.7,24,0
6855,27,85,1511, 42.9,26,0
6856,27,95,1654, 30.7,28,0
6857,27,95,1836, 22.8,31,0
6858,27,95,1622, 35.6,34,0
6859,27,85,1467, 45.4,36,0
6860,27,95,1909, 22.7,38,0
6861,27,95,1910, 20.2,41,0
6862,27,95,2207, 16.6,43,0
6863,27,95,1384, 49.4,48,0
6864,27,95,1630, 29.5,51,0
6865,27,95,1268,60,53,0
6866,27,95,1531, 38.7,55,0
6867,27,85,1454, 41.5,57,0
6868,27,85,1342, 50.9,60,0
6869,27,85,1363, 46.3,62,0
6870,27,85,1412, 42.1,64,0
6871,27,85,1597, 39.2,66,0
6872,27,85,1349,47,71,0
6873,27,85,1472, 35.3,73,0
6874,27,85,1478, 39.5,75,0
6875,27,75,1295, 58.9,77,0
6876,27,65,1592, 32.9,82,0
6877,27,65,1430, 54.4,85,0
6878,27,65,1488, 40.1,87,0
6879,27,75,1518,35,90,0
6880,27,65,2237,17,95,0
6881,27,75,1801, 24.6,100,0
6882,27,85,1573, 37.6,103,0
6883,27,75,2073, 21.4,105,0
6884,27,75,1953, 19.4,107,0
6885,27,65,1492,39,109,0
6886,27,65,1397, 48.7,111,0
6887,27,65,1465, 43.2,113,0
6888,27,65,1782, 26.9,116,0
6889,27,75,1434, 45.4,118,0
6890,27,75,1387, 42.7,121,0
6891,27,75,1532, 41.5,126,0
6892,27,75,1505, 41.1,129,0
6893,27,85,1440, 43.3,131,0
6894,27,85,1470, 43.4,133,0
6895,27,95,1408, 46.3,135,0
6896,27,85,1357, 45.6,137,0
6897,27,85,1454,40,140,0
6898,27,85,1352, 63.5,143,0
6899,27,85,1448, 43.9,145,0
6900,27,75,1671, 33.5,148,0
6901,27,85,1670, 31.3,150,0
6902,27,85,1547, 34.5,152,0
6903,27,85,1461, 40.6,154,0
6904,27,85,1609, 35.8,156,0
6905,27,75,1704, 31.3,159,0
6906,27,85,1550, 34.9,162,0
6907,27,85,1530, 43.9,165,0
6908,27,75,1449, 40.2,168,0
6909,27,75,1613, 32.7,170,0
6910,27,65,1376, 48.1,172,0
6911,27,65,1434, 45.6,174,0
6912,27,65,1480, 41.1,176,0
6913,27,65,1634, 31.9,178,0
6914,27,65,1481, 38.5,181,0
6915,27,75,1668, 28.9,183,0
6916,27,85,1484, 36.2,188,0
6917,27,75,1603, 31.8,190,0
6918,27,85,1481, 37.5,193,0
6919,27,85,1559, 31.8,195,0
6920,27,85,1444, 39.8,197,0
6921,28,5,1423,48,199,0
6922,27,95,1432, 48.1,202,0
6923,28,5,1463, 48.3,204,0
6924,28,5,1433, 49.3,206,0
6925,28,5,1461, 52.9,208,1
6926,27,95,1266, 55.5,210,0
6927,27,95,1417, 53.4,0,0
6928,27,95,1488, 43.4,5,0
6929,27,95,1816, 24.5,7,0
6930,27,85,1301,55,9,0
6931,27,75,1836, 21.8,12,0
6932,27,65,1521, 39.9,15,0
6933,27,65,1322, 67.2,18,1
6934,27,65,1492, 40.6,20,0
6935,27,65,1536, 40.9,22,0
6936,27,55,1878, 24.3,24,0
6937,27,45,1471, 40.7,26,0
6938,27,45,1452, 40.2,28,0
6939,27,55,1452, 44.4,33,0
6940,27,55,1348,53,35,0
6941,27,65,1453, 44.6,38,0
6942,27,65,1316, 57.6,43,0
6943,27,65,1732, 26.9,45,0
6944,27,55,1522, 35.2,48,0
6945,27,55,1487, 39.8,50,0
6946,27,65,1852, 22.2,53,0
6947,27,55,1486, 46.8,56,0
6948,27,55,1562, 37.1,58,0
6949,27,55,1457, 51.4,61,0
6950,27,55,1769, 26.5,63,0
6951,27,55,1374, 53.1,66,0
6952,27,65,1524, 43.5,71,0
6953,27,65,1498, 40.2,73,0
6954,27,65,1462, 41.4,75,0
6955,27,65,1429, 52.3,77,0
6956,27,55,1399, 47.9,80,0
6957,27,65,1434, 39.1,82,0
6958,27,55,1324, 52.2,85,0
6959,27,45,1563, 40.7,87,0
6960,27,45,1543, 34.7,89,0
6961,27,55,1413,52,91,0
6962,27,55,1378, 41.2,93,0
6963,27,55,1373, 49.9,96,0
6964,27,55,1981, 19.9,99,0
6965,27,55,1263, 52.3,104,0
6966,27,55,1312, 52.1,107,0
6967,27,55,1969, 20.7,109,0
6968,27,65,1365, 51.7,111,0
6969,27,75,1789, 25.5,114,0
6970,27,65,1583, 32.1,116,0
6971,27,55,1436, 44.9,119,0
6972,27,55,1559, 42.8,121,0
6973,27,55,1377, 49.9,124,0
6974,27,55,1462, 41.9,126,0
6975,27,55,1318, 48.2,128,0
6976,27,55,1378, 51.6,130,0
6977,27,45,1344, 46.7,133,0
6978,27,55,2377, 14.3,135,0
6979,27,55,1427, 50.3,137,0
6980,27,75,1353, 60.4,139,0
6981,27,65,1505, 45.5,141,0
6982,27,65,1612, 32.5,143,0
6983,27,55,1440,43,148,0
6984,27,55,1334, 53.9,150,0
6985,27,55,1706,25,153,0
6986,27,65,1698, 24.8,156,0
6987,27,55,1688, 30.7,161,0
6988,27,55,2437, 13.8,163,0
6989,27,55,1478, 46.8,165,0
6990,27,55,1608, 35.3,167,0
6991,27,55,2478, 13.4,170,1
6992,27,65,1509, 33.4,172,0
6993,27,55,1596, 36.9,174,0
6994,27,55,1740, 25.6,176,0
6995,27,45,1375, 53.2,179,0
6996,27,45,1705, 31.2,181,0
6997,27,35,1621,32,184,0
6998,27,45,1566, 38.2,187,0
6999,27,45,1388, 42.9,190,0
7000,27,45,1457, 36.7,193,0
7001,27,45,1463, 45.5,196,0
7002,27,35,1564, 38.2,199,0
7003,27,35,1411, 47.2,201,0
7004,27,35,1540, 46.7,206,0
7005,27,35,1950, 20.3,208,0
7006,27,45,1339, 52.9,0,0
7007,27,45,1419, 39.6,3,0
7008,27,35,1499, 45.2,8,0
7009,27,35,1368, 49.6,10,0
7010,27,35,1536, 36.2,12,0
7011,27,35,1469, 42.9,14,0
7012,27,35,2633, 12.2,17,1
7013,27,25,1298, 61.4,19,0
7014,27,25,1544, 36.3,21,0
7015,27,35,1403, 47.7,24,0
7016,27,35,1452, 42.9,29,0
7017,27,45,1509, 43.1,31,0
7018,27,55,1474,37,33,0
7019,27,55,1377, 46.7,36,0
7020,27,65,1741, 27.1,39,0
7021,27,65,1460, 53.8,41,0
7022,27,55,1631, 32.6,43,0
7023,27,55,1561, 33.2,48,0
7024,27,55,1572, 38.5,50,0
7025,27,45,2127, 18.7,53,0
7026,27,45,1448, 44.7,55,0
7027,27,45,1543, 39.6,60,0
7028,27,45,1508, 34.8,62,0
7029,27,45,1403, 50.4,64,0
7030,27,45,1454, 39.7,67,0
7031,27,55,1772, 27.3,69,0
7032,27,55,1479, 49.1,71,0
7033,27,55,1723,31,73,0
7034,27,55,1469, 46.4,75,0
7035,27,45,1830, 26.2,78,0
7036,27,45,1497, 38.2,83,0
7037,27,55,1540, 52.7,85,0
7038,27,45,1514, 39.5,87,0
7039,27,55,1654, 34.2,89,0
7040,27,45,1519,37,91,0
7041,27,55,1720, 30.3,96,0
7042,27,45,1470, 37.7,98,0
7043,27,45,1642, 29.9,100,0
7044,27,55,2006, 19.1,102,0
7045,27,55,1505, 35.6,105,0
7046,27,55,1609, 27.6,108,0
7047,27,55,1863, 22.2,111,0
7048,27,45,1401, 42.6,114,0
7049,27,45,2007, 19.8,116,0
7050,27,45,1494, 47.3,118,0
7051,27,45,1457, 47.7,120,0
7052,27,45,1556, 37.7,122,0
7053,27,45,1510, 42.8,124,0
7054,27,55,1567, 38.7,129,0
7055,27,55,1476, 43.1,134,0
7056,27,65,1663, 30.6,139,0
7057,27,65,1409, 50.6,141,0
7058,27,65,1666, 36.2,144,0
7059,27,55,1520, 45.9,146,0
7060,27,45,1644, 33.8,148,0
7061,27,45,1479, 35.6,150,0
7062,27,45,1446, 49.7,155,0
7063,27,45,1407, 51.1,157,0
7064,27,55,1234, 51.7,160,0
7065,27,65,1696, 29.7,162,0
7066,27,65,1384, 52.9,165,0
7067,27,65,1572, 36.2,167,0
7068,27,65,1386, 42.1,170,0
7069,27,65,1461, 42.8,173,0
7070,27,65,1525, 39.4,175,0
7071,27,55,1333,61,177,0
7072,27,55,1505, 40.6,179,0
7073,27,55,1439, 41.7,184,0
7074,27,55,1491, 43.2,187,0
7075,27,55,1488, 39.2,189,0
7076,27,55,1536, 47.4,192,0
7077,27,55,1960,21,194,0
7078,27,55,1594,31,196,0
7079,27,55,1357, 52.6,199,0
7080,27,55,1445, 41.1,201,0
7081,27,55,1543, 47.3,203,0
7082,27,55,1366, 52.6,205,0
7083,27,55,1458,40,207,0
7084,27,55,1416, 61.8,209,1
7085,27,45,1794, 24.4,211,0
7086,27,45,1484,41,213,0
7087,27,45,2514, 13.4,215,0
7088,27,45,1648, 30.5,217,1
7089,27,45,1614, 32.7,0,0
